Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
398,20,85,2024,True,1.5,0,12/7/2025 8:39:59 PM,False,0,1,66,188.5,3813,,1.5,18,12/7/2025 9:43:27 PM,False,0,1,A3B2A90E,66,2,17,GF,20/85,1027,1027,Perdix 2
Time (sec),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
2525,27.5,20,20,0.92,0.5,0,19,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2530,26.6,20,20,0.91,0.5,0,19,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2535,26.2,20,20,0.91,0.5,0,19,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2540,24.6,20,20,0.88,0.5,0,19,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2545,24.7,20,20,0.88,0.5,0,19,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2550,25.7,20,20,0.89,0.5,0,19,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2555,26.4,20,20,0.91,0.5,0,19,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2560,26.4,20,20,0.9,0.5,0,19,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2565,26,20,20,0.9,0.5,0,19,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2570,27.6,20,20,0.92,0.5,0,19,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2575,27.8,20,19,0.93,0.5,0,18,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2580,27,20,19,0.92,0.5,0,18,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2585,25.5,20,19,0.89,0.5,0,18,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2590,25.9,20,19,0.9,0.5,0,18,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2595,26,20,19,0.9,0.5,0,18,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2600,26,20,19,0.9,0.5,0,18,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2605,26.5,20,19,0.9,0.5,0,18,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2610,27.1,20,19,0.91,0.5,0,18,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2615,27.8,20,19,0.92,0.5,0,18,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2620,27.9,20,19,0.93,0.5,0,18,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2625,26.7,20,19,0.91,0.5,0,18,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2630,27.7,20,19,0.92,0.5,0,18,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2635,27.6,20,19,0.92,0.5,0,18,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2640,28.2,20,18,0.93,0.5,0,17,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2645,28.4,20,18,0.94,0.5,0,17,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2650,25.8,20,18,0.9,0.5,0,17,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2655,24.9,20,18,0.88,0.5,0,17,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2660,25.1,20,18,0.89,0.5,0,17,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2665,24.8,20,18,0.88,0.5,0,17,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2670,24.5,20,18,0.88,0.5,0,17,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2675,23.6,20,18,0.86,0.5,0,17,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2680,23.1,20,18,0.86,0.5,0,17,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2685,22,20,18,0.84,0.5,0,17,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2690,22.2,20,18,0.84,0.5,0,17,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2695,21.6,20,18,0.83,0.5,0,17,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2700,21.4,20,18,0.83,0.5,0,17,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2705,21.3,20,17,0.83,0.5,0,16,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2710,22.6,20,17,0.85,0.5,0,16,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2715,22.5,20,17,0.85,0.5,0,16,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2720,22.7,20,17,0.85,0.5,0,16,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2725,22.5,20,17,0.85,0.5,0,16,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2730,22.3,20,17,0.84,0.5,0,16,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2735,21.3,20,17,0.83,0.5,0,16,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2740,22.1,20,17,0.84,0.5,0,16,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2745,22.5,20,17,0.85,0.5,0,16,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2750,23,20,17,0.85,0.5,0,16,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2755,22,20,17,0.84,0.5,0,16,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2760,23,20,17,0.85,0.5,0,16,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2765,23.4,20,17,0.86,0.5,0,16,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2770,23.8,20,16,0.87,0.5,0,15,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2775,24.6,20,16,0.88,0.5,0,15,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2780,23.8,20,16,0.87,0.5,0,15,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2785,23.3,20,16,0.86,0.5,0,15,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2790,23.3,20,16,0.86,0.5,0,15,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2795,24.2,20,16,0.87,0.5,0,15,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2800,24.1,20,16,0.87,0.5,0,15,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2805,24.5,20,16,0.88,0.5,0,15,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2810,25.2,20,16,0.89,0.5,0,15,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2815,24.3,20,16,0.88,0.5,0,15,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2820,23.7,20,16,0.86,0.5,0,15,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2825,25.6,20,15,0.89,0.5,0,14,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2830,26,20,15,0.9,0.5,0,14,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2835,26.4,20,15,0.9,0.5,0,14,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2840,27,20,15,0.91,0.5,0,14,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2845,27.8,20,15,0.92,0.5,0,14,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2850,27.1,20,15,0.92,0.5,0,14,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2855,26.3,20,15,0.9,0.5,0,14,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2860,26.4,20,15,0.9,0.5,0,14,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2865,26.4,20,15,0.9,0.5,0,14,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2870,27.2,20,15,0.92,0.5,0,14,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2875,27.5,20,15,0.92,0.5,0,14,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2880,27.4,20,14,0.92,0.5,0,13,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2885,27.2,20,14,0.92,0.5,0,13,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2890,28,20,14,0.93,0.5,0,13,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2895,25.9,20,14,0.9,0.5,0,13,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2900,25.1,20,14,0.88,0.5,0,13,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2905,24.4,20,14,0.88,0.5,0,13,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2910,24.2,20,14,0.87,0.5,0,13,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2915,25.5,20,14,0.89,0.5,0,13,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2920,26,20,14,0.9,0.5,0,13,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2925,26.8,20,14,0.91,0.5,0,13,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2930,26.8,20,14,0.91,0.5,0,13,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2935,26.9,20,14,0.91,0.5,0,13,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2940,26.4,20,14,0.9,0.5,0,13,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2945,25.5,20,14,0.89,0.5,0,13,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2950,25,20,14,0.88,0.5,0,13,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2955,24.8,20,13,0.88,0.5,0,12,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2960,24.4,20,13,0.87,0.5,0,12,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2965,24.7,20,13,0.88,0.5,0,12,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2970,23.6,20,13,0.86,0.5,0,12,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2975,21.8,20,13,0.83,0.5,0,12,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2980,21.4,20,13,0.83,0.5,0,12,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2985,21.7,20,13,0.83,0.5,0,12,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2990,23.6,20,13,0.86,0.5,0,12,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
2995,24.7,20,13,0.88,0.5,0,12,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3000,25.8,20,13,0.9,0.5,0,12,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3005,26.6,20,13,0.91,0.5,0,12,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3010,27.7,20,12,0.92,0.5,0,11,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3015,27.9,20,12,0.93,0.5,0,11,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3020,28,20,12,0.93,0.5,0,11,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3025,27.8,20,12,0.93,0.5,0,11,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3030,26,20,12,0.9,0.5,0,11,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3035,24.2,20,12,0.87,0.5,0,11,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3040,22.9,20,12,0.85,0.5,0,11,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3045,23.6,20,12,0.86,0.5,0,11,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3050,24.7,20,12,0.88,0.5,0,11,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3055,24.4,20,12,0.87,0.5,0,11,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3060,24.7,20,12,0.88,0.5,0,11,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3065,25.9,20,12,0.9,0.5,0,11,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3070,25.3,20,12,0.89,0.5,0,11,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3075,26,20,11,0.9,0.5,0,10,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3080,25.4,20,11,0.89,0.5,0,10,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3085,26.1,20,11,0.9,0.5,0,10,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3090,26.4,20,11,0.9,0.5,0,10,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3095,25.9,20,11,0.9,0.5,0,10,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3100,25.7,20,11,0.89,0.5,0,10,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3105,26.1,20,11,0.9,0.5,0,10,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3110,26.6,20,11,0.91,0.5,0,10,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3115,27.3,20,11,0.92,0.5,0,10,0,1,0,63,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3120,27.1,20,11,0.91,0.5,0,10,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3125,26.8,20,11,0.91,0.5,0,10,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3130,27.1,20,11,0.91,0.5,0,10,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3135,27.4,20,11,0.92,0.5,0,10,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3140,26.8,20,10,0.91,0.5,0,9,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3145,26.8,20,10,0.91,0.5,0,9,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3150,26.2,20,10,0.9,0.5,0,9,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3155,26.7,20,10,0.91,0.5,0,9,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3160,26.5,20,10,0.91,0.5,0,9,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3165,26.3,20,10,0.9,0.5,0,9,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3170,26.7,20,10,0.91,0.5,0,9,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3175,24.1,20,10,0.87,0.5,0,9,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3180,20.8,20,10,0.82,0.5,0,9,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3185,19.2,20,10,0.8,0.5,0,9,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3190,19.1,20,10,0.79,0.5,0,9,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3195,20.7,20,10,0.82,0.5,0,9,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3200,22.3,20,10,0.84,0.5,0,9,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3205,23,20,9,0.85,0.5,0,8,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3210,24.4,20,9,0.87,0.5,0,8,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3215,25.6,20,9,0.89,0.5,0,8,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3220,26.8,20,9,0.91,0.5,0,8,0,1,0,63,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3225,26.2,20,9,0.9,0.5,0,8,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3230,24.6,20,9,0.88,0.5,0,8,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3235,25.5,20,9,0.89,0.5,0,8,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3240,26.4,20,9,0.9,0.5,0,8,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3245,26.9,20,9,0.91,0.5,0,8,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3250,27.4,20,9,0.92,0.5,0,8,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3255,28.2,20,9,0.93,0.5,0,8,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
