Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
398,20,85,2024,True,1.5,0,12/7/2025 8:39:59 PM,False,0,1,66,188.5,3813,,1.5,18,12/7/2025 9:43:27 PM,False,0,1,A3B2A90E,66,2,17,GF,20/85,1027,1027,Perdix 2
Time (sec),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
0,0,0,0,0.19,0.18,0.45,0,0,1,0,63,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5,6.4,0,0,0.21,0.18,0.45,0,0,1,0,63,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
10,12.3,0,1,0.25,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
15,17.5,0,1,0.27,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
20,20.6,0,1,0.29,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
25,24.5,0,1,0.31,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
30,26.3,0,1,0.32,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
35,27.6,0,1,0.33,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
40,29.6,0,1,0.34,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
45,32.8,0,1,0.36,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
50,35.8,0,1,0.37,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
55,37.2,0,2,0.38,0.18,0.45,0,88,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
60,39.7,0,2,0.4,0.18,0.45,0,88,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
65,41.9,0,2,0.41,0.18,0.45,0,61,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
70,42.6,0,2,0.41,0.18,0.45,0,57,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
75,42.4,0,2,0.41,0.18,0.45,0,57,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
80,41.6,0,2,0.41,0.18,0.45,0,57,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
85,42,0,2,0.41,0.18,0.45,0,60,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
90,41.8,0,2,0.41,0.18,0.45,0,58,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
95,39.8,0,2,0.4,0.18,0.45,0,58,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
100,39.3,0,2,0.4,0.18,0.45,0,71,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
105,38,0,2,0.39,0.18,0.45,0,75,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
110,36.7,0,2,0.38,0.18,0.45,0,75,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
115,35.2,0,2,0.37,0.18,0.45,0,97,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
120,33.4,0,1,0.36,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
125,31.3,0,1,0.35,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
130,29.8,0,1,0.35,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
135,29.1,0,1,0.34,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
140,29.4,0,1,0.34,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
145,31.8,0,1,0.35,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
150,32.1,0,1,0.36,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
155,32.1,0,1,0.36,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
160,32.8,0,1,0.36,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
165,34.9,0,1,0.37,0.18,0.45,0,99,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
170,36.8,0,2,0.38,0.18,0.45,0,90,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
175,38.2,0,2,0.39,0.18,0.45,0,79,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
180,38.9,0,2,0.39,0.18,0.45,0,79,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
185,39.7,0,2,0.4,0.18,0.45,0,69,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
190,40.3,0,2,0.4,0.18,0.45,0,69,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
195,40.8,0,2,0.4,0.18,0.45,0,65,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
200,40.7,0,2,0.4,0.18,0.45,0,64,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
205,42.6,0,2,0.41,0.18,0.45,0,64,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
210,45.2,0,2,0.43,0.18,0.45,0,55,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
215,49.4,0,2,0.45,0.18,0.45,0,55,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
220,53.7,0,2,0.47,0.18,0.45,0,35,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
225,57.8,0,2,0.49,0.18,0.45,0,29,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
230,61.8,0,2,0.52,0.18,0.45,0,29,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
235,66.6,0,2,0.54,0.18,0.45,0,20,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
240,71.9,0,3,0.57,0.18,0.45,0,16,1,0,63,True,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
245,77.4,0,3,0.6,0.18,0.45,0,16,1,0,63,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
250,83.9,0,3,0.63,0.18,0.45,0,10,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
255,89.9,0,3,0.67,0.18,0.45,0,9,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
260,94.9,0,3,0.69,0.18,0.45,0,9,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
265,98.8,0,3,0.72,0.18,0.45,0,9,1,0,61,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
270,102.6,0,3,0.74,0.18,0.45,0,7,1,0,61,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
275,107.9,0,4,0.76,0.18,0.45,0,6,1,0,61,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
280,111.7,0,4,0.79,0.18,0.45,0,6,1,0,61,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
285,116.6,0,4,0.81,0.18,0.45,0,4,1,0,61,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
290,119.9,0,4,0.83,0.18,0.45,0,4,1,0,61,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
295,123.1,0,4,0.85,0.18,0.45,0,4,1,0,61,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
300,126.7,0,4,0.87,0.18,0.45,0,3,1,0,61,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
305,130.4,0,4,0.89,0.18,0.45,0,3,1,0,61,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
310,134.2,0,4,0.91,0.18,0.45,0,3,1,0,60,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
315,137.6,0,5,0.93,0.18,0.45,0,2,1,0,60,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
320,141.3,0,5,0.95,0.18,0.45,0,2,1,0,60,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
325,145.6,0,5,0.97,0.18,0.45,0,2,1,0,60,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
330,150.1,0,5,0.9899999,0.18,0.45,0,2,1,0,60,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
335,154.9,0,5,1.02,0.18,0.45,0,1,1,0,59,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
340,157.9,0,5,1.04,0.18,0.45,0,1,1,0,59,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
345,160.7,0,5,1.05,0.18,0.45,0,1,1,0,59,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
350,163.6,0,5,1.07,0.18,0.45,0,0,1,0,59,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
355,166.3,0,5,1.08,0.18,0.45,0,0,1,0,59,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
360,168.9,0,5,1.1,0.18,0.45,0,0,1,0,59,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
365,170.5,0,6,1.11,0.18,0.45,0,0,1,0,59,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
370,173,0,6,1.12,0.18,0.45,0,0,1,0,59,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
375,174.6,0,6,1.13,0.18,0.45,0,0,1,0,59,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
380,176.5,0,6,1.14,0.18,0.45,0,0,1,0,59,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
385,178.3,0,6,1.15,0.18,0.45,0,0,1,0,58,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
390,180,0,6,1.16,0.18,0.45,0,0,1,0,58,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
395,181.4,0,6,1.16,0.18,0.45,0,0,1,0,58,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
400,183,0,6,1.17,0.18,0.45,0,0,1,0,58,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
405,184.6,0,6,1.18,0.18,0.45,0,0,1,0,58,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
410,185.7,0,6,1.19,0.18,0.45,0,0,1,0,58,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
415,185.6,20,7,1.19,0.18,0.45,1,0,1,0,58,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
420,184.9,20,7,1.18,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
425,185.4,20,7,1.19,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
430,186,20,7,1.19,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
435,185.8,20,7,1.19,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
440,185.7,20,7,1.19,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
445,185.9,20,7,1.19,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
450,186.2,20,7,1.19,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
455,186.1,20,7,1.19,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
460,185.8,20,7,1.19,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
465,186.5,20,8,1.19,0.18,0.45,2,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
470,186.6,20,8,1.19,0.18,0.45,2,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
475,187.6,20,8,1.2,0.18,0.45,2,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
480,187.2,20,8,1.2,0.18,0.45,2,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
485,186.5,20,8,1.19,0.18,0.45,2,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
490,186,20,8,1.19,0.18,0.45,2,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
495,186.5,20,8,1.19,0.18,0.45,2,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
500,187.9,20,9,1.2,0.18,0.45,3,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
505,188.3,20,9,1.2,0.18,0.45,3,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
510,187.5,20,9,1.2,0.18,0.45,3,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
515,187.3,20,9,1.2,0.18,0.45,3,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
520,187.1,20,9,1.2,0.18,0.45,3,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
525,185.2,20,9,1.19,0.18,0.45,3,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
530,183.8,20,9,1.18,0.18,0.45,3,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
535,183.2,20,9,1.18,0.18,0.45,3,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
540,183.1,20,9,1.17,0.18,0.45,3,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
545,183.2,20,9,1.18,0.18,0.45,3,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
550,183.4,20,9,1.18,0.18,0.45,3,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
555,184.3,20,9,1.18,0.18,0.45,3,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
560,185.4,20,10,1.19,0.18,0.45,4,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
565,186.6,20,10,1.19,0.18,0.45,4,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
570,187.3,30,10,1.2,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
575,186.6,30,10,1.19,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
580,186.4,30,10,1.19,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
585,187,30,10,1.2,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
590,187.5,30,10,1.2,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
595,187.2,30,10,1.2,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
600,187.3,30,10,1.2,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
605,183.7,30,11,1.18,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
610,180.8,30,11,1.16,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
615,178.8,30,11,1.15,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
620,176.7,30,10,1.14,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
625,176.7,30,10,1.14,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
630,175.6,30,10,1.13,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
635,174.9,30,10,1.13,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
640,172.7,30,10,1.12,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
645,171.7,30,10,1.11,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
650,172.3,30,10,1.11,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
655,173.5,30,11,1.12,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
660,174.2,40,10,1.12,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
665,174.7,40,10,1.13,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
670,175.3,40,11,1.13,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
675,175.7,30,11,1.13,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
680,176.5,30,11,1.14,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
685,177.2,40,12,1.14,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
690,177.4,40,12,1.14,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
695,177.6,40,12,1.15,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
700,176.8,40,12,1.14,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
705,177,40,13,1.14,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
710,176.6,40,13,1.14,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
715,175.9,40,13,1.14,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
720,176,40,12,1.14,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
